question,answer,page,made_date
西ヨーロッパは何気候か答えなさい,西岸海洋性気候,P70,2021/07/04
ヨーロッパ南部の地中海沿岸は夏は何が少なく乾燥し冬は雨が多く温暖な気候であるか,雨,P70,2021/07/04
地中海沿岸部は何気候か答えなさい,地中海性気候,P70,2021/07/04
ヨーロッパの中の北極圏では何が見られるか,白夜,P70,2021/07/04
白夜とは何か説明しなさい,1日中太陽が沈まない日,P70,2021/07/04
ヨーロッパ州には約何億人の人が暮らしているか,約7.5億人,P70,2021/07/04
ドイツ・イギリス・北ヨーロッパ連合では何系民族が多く暮らしているか,ゲルマン系民族,P70,2021/07/04
フランス・イタリア・スペインなどでは何系民族が多く暮らしているか,ラテン系民族,P70,2021/07/04
ロシア連邦・東ヨーロッパ連邦には何系の民族が多く暮らしているか,スラブ系民族,P70,2021/07/04
キリスト教の宗派を全て答えなさい,カトリック・プロテスタント・正教会,P70,2021/07/04
アルプス山脈の北側では穀物栽培と家畜の飼育のどちらも合わせた農業が盛ん。このような農業のことを何農業と呼ぶ？,混合農業,P71,2021/07/04
地中海沿岸地域では乾燥に強いオレンジ、ブドウ、オリーブなどの乾燥に強い植物の栽培が盛ん。このような農業方法を何農業と呼ぶ？,地中海式農業,P71,2021/07/04
ヨーロッパ北部やアルプス地方では何が盛んに行われている？,酪農,P71,2021/07/04
18世紀後半にイギリスではじまったのは何革命か,産業革命,P71,2021/07/05
イギリスでとれたたくさんの石炭は何川を通して運んでいたか,ライン川,P71,2021/07/05
ドイツには何工業地帯がある？,ルール工業地帯,P72,2021/07/05
トリノやミュンヘンやシュツットガルトでは何工業が発展しているか,自動車工業,P72,2021/07/05
トゥールーズでは何工業が立地している？,航空機工業,P72,2021/07/05
ヨーロッパでは何の影響で広範囲の森林が枯れたり湖の生物が減少しているか,酸性雨,P72,2021/07/05
大気汚染などの現象を目的として始めた政策を何と呼ぶか,パークアイランド,P72,2021/07/05
ヨーロッパ連合加盟国はどのようなエネルギーを使っているか,再生可能エネルギー,P72,2021/07/05
1948年、オランダ・ベルギー・ルクセンブルクの三国は何同盟をしたか,関税同盟,P73,2021/07/05
1958年にはより幅広い分野での統合を目的に何が発足したか,ヨーロッパ経済共同体(EEC),P73,2021/07/05
1967年にEECは何に変わったか,ヨーロッパ共同体(EC),P73,2021/07/05
1993年に経済通貨の統合や共通の外交・安全保障政策を目指す何が発展したか,ヨーロッパ連合(EU),P73,2021/07/05
EUの本部はどこの国のどこにあるか,ベルギー、ブリュッセル,P74,2021/07/05
EUでは単一通貨の何が導入されたか,ユーロ,P74,2021/07/05
イギリスの正式国名を答えよ,グレートブリテン及び北アイルランド連合王国,P75,2021/07/05
イギリスの首都ロンドンには何線が通るか,本初子午線,P75,2021/07/05
イギリスは世界の何分の何に及ぶ広大な植民地を支配したか,四分の一,P75,2021/07/05
イギリスは何海流と何風の影響を受けているか,北大西洋海流、偏西風,P75,2021/07/05
イギリスでは1960年代に何油田が開発されたか,北海油田,P75,2021/07/05
フランスでは1789年には人民主権などをうたった何宣言が出されたか,人権宣言,P76,2021/07/05
フランスの南部は何気候か,地中海性気候,P77,2021/07/05
フランスはEU最大の何国か,農業国,P77,2021/07/05
フランスのボルドーやシャンパーニュ地方などでは何の醸造が盛んか,ワイン,P77,2021/07/05
フランスでは現在発電量の71%を何発電が占めているか,原子力発電,P77,2021/07/05
ドイツでは大部分が何民族であるか,ゲルマン民族,P78,2021/07/05
ドイツでは第二次世界大戦後に何の壁が破壊されたか,ベルリンの壁,P78,2021/07/05
ドイツの北部や東部では何と何麦の栽培が盛んか,じゃがいも、ライ麦,P78,2021/07/05
ドイツ中南部では何麦と何の栽培が盛んか,小麦・てんさい,P78,2021/07/05
ドイツの大部分は何気候を占めているか,西岸海洋性気候,P78,2021/07/05
ドイツでは何の生産が盛んか,ビール,P79,2021/07/06
ドイツのミュンヘン周辺ではビールの原料となる何と何の生産が盛んか,ホップ、大麦,P79,2021/07/06
ドイツではルール工業地帯のエッセンやドルトムントで何業が発達したか,鉄鋼業,P79,2021/07/06
ドイツでは労働者不足が起こったためどこの国から労働者を多く受け入れたか,トルコなど,P79,2021/07/06
ドイツでは多くの何民が戦争を逃れてやってきているか,難民,P79,2021/07/06
ドイツでは急速に工業化が進んだため大気汚染や何雨などの影響が見られるようになってきたか,酸性雨,P79,2021/07/06
ドイツでは何と呼ばれる政策を実行し成果を上げているか,パークアイランド,P79,2021/07/06
オランダの気候を答えなさい,西岸海洋性気候,P80,2021/07/06
オランダは海面より低い土地が多いため何と呼ばれる干拓地が多いか,ポルダー,P80,2021/07/06
ポルダーは国土の何分の何を占めているか,4分の1,P80,2021/07/06
ドイツでは園芸農業による何の栽培が盛んか,チューリップなどの花き,P80,2021/07/06
オランダのライン川河口近くのロッテルダムにEUの入り口と呼ばれる何ポートがあるか,ユーロポート,P80,2021/07/06
イタリアでは1〜2世紀ごろに何帝国が繁栄したか,ローマ帝国,P81,2021/07/06
イタリアでは14世紀から何が始まったか,ルネサンス,P81,2021/07/06
イタリアの首都ローマには世界一面積が小さい何市国があるか,バチカン市国,P81,2021/07/06
イタリアの大部分は何系民族か,ラテン系民族,P81,2021/07/06
イタリアの大部分は何の信者が多数を占めるか,カトリック,P81,2021/07/07
イタリアは国土の大部分が何気候であるか,地中海性気候,P81,2021/07/07
イタリア北部では何と何と何の工業が発達しているか,繊維・自動車・鉄鋼、造船,P81,2021/07/07
第3のイタリアと呼ばれている場所を答えなさい,ミラノ・トリノ・ジェノバ,P81,2021/07/07
イタリアでは南北の何格差が著しいか,経済格差,P81,2021/07/07
ギリシャは何が行われる場所として有名か,オリンピック,P82,2021/07/07
ギリシャでは紀元前300年ごろ〜紀元前1200年ごろまで何文明が発展していたか,ニーゲ文明,P82,2021/07/07
ギリシャではアテネなどの何国家を中心とした文明が発達したか,都市国家(ポリス),P82,2021/07/07
スペインポルトガルの国民の多くは何民族か,ラテン系民族,P82,2021/07/07
スイスは1815年世界で初めて何国となったか,永世中立国,P82,2021/07/07
スイスでは農業の何が盛んか,酪農,P82,2021/07/07
スイスでは何牧が盛んか,移牧,P82,2021/07/07
オーストリアでは何がは流域で混合農業が行われているか,ドナウ川,P83,2021/07/07
オーストリアの首都はどこ？,ウィーン,P83,2021/07/07
オーストリアの首都ウィーンは何の都と呼ばれるか,音楽の都,P83,2021/07/07
ノルウェーは何半島に属しているか,スカンディナビア半島,P83,2021/07/07
ノルウェーは氷河の侵食による何が見られるか,フィヨルド,P83,2021/07/07
ノルウェーの夏は一日中太陽が沈まない何が見られるか,白夜,P83,2021/07/07
スウェーデンは何の授賞式が行われる場所として有名か,ノーベル賞,P83,2021/07/07
スウェーデンは何工業が発展している国として発展している国か,鉄鋼業・パルプ工業,P83,2021/07/07
フィンランドは国土の約７割が何で覆われているか,森林,P83,2021/07/07
デンマークは何農に力を入れているか,酪農,P83,2021/07/08
デンマークは何力発電の導入を積極的に進めているか,風力発電,P83,2021/07/08
ポーランドでは何民族が多く暮らしているか,スラブ系民族,P84,2021/07/08
ポーランドは何の信者が多いか,カトリック,P84,2021/07/08
ポーランドは何年にEUに加盟したか,2004年,P84,2021/07/08
チェコは何民族が多いか,スラブ系民族,P84,2021/07/08
チェコの首都はどこ？,プラハ,P84,2021/07/08
チェコでは何工業が発達している？,鉄鋼・自動車工業,P84,2021/07/08
ハンガリーは何工業が発達しているか,アルミニウムや機械・科学工業,P84,2021/07/08
ルーマニアは何系民族が多く暮らしているか,ラテン系民族,P84,2021/07/08
ルーマニアの首都はどこ？,ブカレスト,P84,2021/07/08
ブカレストはバルカンの何と呼ばれることもある？,小パリ,P84,2021/07/08
ブルガリアは何と何の香水が有名か,ヨーグルト・ばら,P84,2021/07/08
ロシア連邦は1922年に世界初となる社会主義国家となる何が成立したか,ソビエト社会主義共和国連邦(ソ連),P85,2021/07/08
1985年に何と呼ばれる改革・開放路線をとったか,ベレストロイカ,P85,2021/07/08
ロシア連邦は何山脈を挟んでヨーロッパ州とアジア州にまたがっているか,ウラル山脈,P85,2021/07/08
ロシア連邦の国土面積は日本の国土面積の何倍か,約45倍,P85,2021/07/08
ロシア連邦北部は何帯が広がるか,寒帯,P85,2021/07/08
何系民族がロシアの人口の約８割を占めるか,スラブ系民族,P85,2021/07/08
ロシアではキリスト教の何を信仰する人が多いか,ロシア正教,P85,2021/07/08
ロシアには何この標準時が設けられているか,11こ,P85,2021/07/08
ロシアは何の世界的産地となっているか,小麦,P86,2021/07/08
ロシア連邦の原油生産量は世界第何位となっているか,第2位,P86,2021/07/08
ロシア連邦では産出した原油や天然ガスは何を通してヨーロッパ諸国などへ輸出されるか,パイプライン,P86,2021/07/08
ロシア連邦ではソ連解体後に経済が急速に発展したため何の一つに数えられるようになったか,BRICS,P87,2021/07/08
ロシア連邦と日本とでは何問題が未解決のままの残されているか,北方領土問題,P87,2021/07/08
ウクライナでは1986年に何発電所大爆発が起こったか,チェルノブイリ発電所,P87,2021/07/08
バルト参加国はどことどことどこのことか,エストニア・ラトビア・リトアニア,P87,2021/07/08
北アフリカのナイル川流域に何文明が起こったか,エジプト文明,P88,2021/07/08
中・南アフリカは何砂漠より南側の地域のことを指すか,サハラ砂漠,P88,2021/07/08
アフリカの何じんが貿易の対象として強制的にアメリカ大陸などに連れて行かれたか,黒人,P88,2021/07/08
アフリカの大部分は何として分割したか,植民地,P88,2021/07/08
1960年はアフリカ大陸で17もの独立国が誕生したことから何と呼ばれるか,アフリカの年,P88,2021/07/08
アフリカ大陸からは世界最長の何川が流れているか,ナイル川,P89,2021/07/08
アフリカ大陸のほぼ中心を何が通っているか,赤道,P89,2021/07/08
アフリカ大陸の赤道周辺は何で覆われているか,熱帯雨林,P89,2021/07/08
アフリカ大陸の南北の端は何気候となっているか,地中海性気候,P89,2021/07/08
アフリカの国境線はどのようなものが多いか,直線的な国境,P89,2021/07/08
サハラ砂漠の南側には何がありますか,サヘル,P90,2021/07/08
アフリカ大陸では何農業が盛んか,プランテーション農業,P90,2021/07/08
アフリカ大陸北部では何の地下資源が豊富か,原油,P90,2021/07/08
アフリカ大陸中・南部ではどんな地下資源が豊富か,金や銅・ダイヤモンド・レアメタル,P90,2021/07/08
アフリカ大陸には何経済の国が多いか,モノカルチャー経済,P90,2021/07/08
アフリカ大陸では路上や何で暮らす人も多いですか,スラム,P91,2021/07/08
エジプトの首都はどこですか,カイロ,P91,2021/07/08
ケニアの高原地帯では何や何の生産が盛んか,茶やコーヒー豆,P91,2021/07/08
ケニアでは何による観光収入も多いか,サファリ,P91,2021/07/08
南アフリカ共和国では人種隔離政策である何を長い間行なってきたか,アパルトヘイト,P91,2021/07/08
南アフリカ共和国では何工業が盛んか,鉄鋼・自動車・化学工業,P92,2021/07/08
南アフリカ共和国は経済が発展してきているため何の一つとして数えられているか,BRICS,P92,2021/07/08
コートジボワールでは何の生産量が世界一位ですか,カカオ豆,P92,2021/07/08
ナイジェリアでは輸出の約80%以上を何が占めるか,原油,P93,2021/07/08
北アメリカではコロンブスが西インド諸島に到達する以前は何と呼ばれる先住民が暮らしていたか,ネイティブアメリカン,P93,2021/07/08
メキシコでは何文明や何文明が栄えたか,マヤ文明やアステカ文明,P93,2021/07/08
マヤ文明やアステカ文明はどこの国に侵略されたか,スペイン,P93,2021/07/08
北アメリカ東部には低くなだらかな何山脈が連なっているか,アパラチア山脈,P93,2021/07/08
北アメリカ西部には高く険しい何山脈が連なっているか,ロッキー山脈,P93,2021/07/08
北アメリカ中央部には何川が流れるか,ミシシッピ川,P93,2021/07/08
ミシシッピ川流域には広大な何が広がっているか,中央平原　,P93,2021/07/08
中央平原の西側には何と呼ばれる草原が広がっているか,プレーリー　,P93,2021/07/08
ロッキー山脈とプレリーの間には何と呼ばれる乾燥した大平原があるか,グレートプレーンズ,P93,2021/07/08
アメリカ産業の発展の元となったのは何開拓のおかげか,西部開拓,P93,2021/07/08
カナダとアラスカの大部分は何が分布する冷帯気候か,タイガ,P94,2021/07/08
北アメリカ大陸では夏に何が発生するか,ハリケーン,P94,2021/07/08
アメリカ合衆国ではヨーロッパ人の移住により何は迫害され強制移住させられたか,ネイティブアメリカン,P94,2021/07/08
アメリカ合衆国の太平洋や大西洋岸には何系民族が多いか,アジア系民族,P94,2021/07/08
近年増加してきているのはメキシコやアラブ海沿岸の国々からアメリカ合衆国から渡ってきた住民である。このような住民のことを何と呼ぶか,ヒスパニック,P94,2021/07/08
アメリカ合衆国では多くの人種や民族が互いの文化を尊重しながら生活しているためアメリカ合衆国は何と呼ばれることもあるか,人種のサラダボウル,P94,2021/07/08
カナダの人口のやく40%は何系住民か,イギリス系住民,P94,2021/07/08
カナダの東部にあるのは何州か,ケペック州,P94,2021/07/08
メキシコはスペインによる植民地支配を受けたため白人と先住民の混血である何の割合が最も多いか,メスチソ,P94,2021/07/08
アメリカ合衆国では農家の経営を支えている企業がある。この企業のことを何企業と呼ぶか,アグリビジネス,P95,2021/07/08
生産された農作物は海外にも多く輸出されているためアメリカ合衆国は何とも呼ばれることがあるか,世界の食糧庫,P95,2021/07/08
アメリカ合衆国では近年何を用いて他の作物の遺伝子を組み込んだりしているか,バイオテクノロジー,P95,2021/07/08
アメリカ合衆国では病害虫に強いなどの性質をもったなに組み換え作物が急速に普及しているか,遺伝子組み換え作物,P95,2021/07/08
とうもろこし地帯は何とも呼ばれるか,コーンベルト,P95,2021/07/08
とうもろこし地帯は何の生産も盛んか,大豆,P95,2021/07/08
綿花の栽培が盛んな地域のことを何と呼ぶか,コットンベルト,P96,2021/07/08
ロッキー山脈の東側には何があるか,グレートプレーンズ,P96,2021/07/08
地下水をかんがいに利用方式のことを何方式と呼ぶか,センターピポット方式,P96,2021/07/08
アメリカ合衆国東部には何炭田や何鉄山があるか,アパラチア炭田・メサビ鉄山,P96,2021/07/08
アメリカ合衆国では近年何企業が誕生したか,多国籍企業,P97,2021/07/08
近年鉄鋼企業や自動車社企業は停滞しているが、かわって何産業の分野が発展しているか,先端技術産業,P97,2021/07/08
アメリカ合衆国では1970年代に何と呼ばれる北緯37度以南の地域で工業化が進んだか,サンベルト,P97,2021/07/08
アメリカ合衆国のサンノゼ周辺は半導体工場やコンピューター関係の会社が集中していることから何と呼ばれているか,シリコンバレー,P97,2021/07/08
アメリカ合衆国とメキシコとカナダの3カ国は自由貿易圏を作ることを目的として何を結んだか,北米自由貿易協定(NAFTA),P98,2021/07/08
カナダ南部では何の栽培が盛んか,小麦,P99,2021/07/08
カナダ北部にはタイガが広がるため何業が盛んか,林業,P99,2021/07/08
カナダでは電力を元とした何工業が盛んか,アルミニウム工業,P99,2021/07/08
カナダの国土面積は日本の何倍か,約26倍,P99,2021/07/08
メキシコの国土面積は日本の国土面積の何倍か,約5倍,P100,2021/07/16
メキシコの人種・民族構成は何系民族が60%先住民が30%スペイン系白人が9%を占めているか,メスチソ,P100,2021/07/16
メキシコではなんの産出量が世界第一位か,銀,P100,2021/07/16
南アメリカ大陸のアンデス山脈ではかつて何文明が栄えていたか,インカ文明,P101,2021/07/16
スペインやポルトガルは南アメリカ大陸の先住民の何を奴隷としてしたか　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,インディオ,P101,2021/07/16
20世紀の初めから日系人の移住が始まったため現在でも多くの何が生活しているか,日系人,P102,2021/07/16
南アメリカでは昔スペインやポルトガルなどの支配されていたため多くの国がスペイン語を使える。ではブラジルでは何語が公用語として使われているか,ポルトガル語,P102,2021/07/16
南アメリカ大陸西部には高さ6000メートル級の何山脈が広がっているか,アンデス山脈,P102,2021/07/16
南アメリカ中央部では世界一長い何川が流れているか,アマゾン川,P102,2021/07/16
アマゾン川流域は何が通っているか,赤道,P102,2021/07/16
アマゾン川流域には何が広がっているか,熱帯雨林,P102,2021/07/16
ブラジル高原一帯は雨季と乾季が別れる何気候となっているか,サバナ気候,P102,2021/07/16
ブラジルは16世紀に何領となったか,ポルトガル,P102,2021/07/16
ブラジルの首都はどこか,ブラジリア,P102,2021/07/16
ブラジルで作られるサトウキビとコーヒー豆の生産量の割合は世界何位か,1位,P103,2021/07/16
ブラジルで近年は何の需要が高まっているか,バイオエタノール,P103,2021/07/16
ブラジルは日本へ何を多く輸出しているか,鉄鉱石,P103,2021/07/16
ブラジルは工業化が進んだため何の一つとして数えられているか,BRICS,P103,2021/07/16
ペルーでは何遺跡や何があり世界文化遺産に登録されているか,マチュピチュ遺跡、ナスカの地上絵,P105,2021/07/16
チリは何の生産量が世界一位か,銅,P105,2021/07/16
ベネズエラは原油がたくさん取れるため何の一つとして数えられているか,OPEC,P105,2021/07/16
ボリビアの首都はどこか,ラパス,P106,2021/07/17
アルゼンチンの首都はどこか,ブエノスアイレス,P106,2021/07/17
ブエノスアイレスを中心に何と呼ばれる草原が広がっているか,パンパ,P106,2021/07/17
アルゼンチンでは19世紀に何が発明されて生肉が運べるようになったか,冷凍船,P106,2021/07/17
アルゼンチンの国土面積は世界第何位か,8位,P106,2021/07/17
アルゼンチンの住民の９割は何人か,白人,P106,2021/07/17
オセアニア州は何と何と何の地域に分けられるか,ミクロネシア・メラネシア・ポリネシア,P107,2021/07/17
オセアニアはイギリス人の誰の調査・探検によって知られるようになったか,クック,P107,2021/07/17
オセアニアには先住民の何が暮らしていたか,アボリジニ,P107,2021/07/17
ニュージーランドには先住民の何が暮らしていたか,マオリ,P107,2021/07/17
オセアニア州に属する国々の中で太平洋上にある国は何島や何がある島が多いか,火山島・サンゴ礁,P107,2021/07/17
オセアニア州の北東部には世界最大のサンゴ礁の何があるか,グレートバリアーフ,P108,2021/07/17
オーストラリアはかつて何主義を唱えたか,白豪主義,P108,2021/07/17
オーストラリアでは白豪主義を廃止した後に何主義政策を打ち出したか,多文化主義政策,P108,2021/07/18
オーストラリアでは先住民の何との共生も進めているか,アボリジニ,P108,2021/07/18
オーストラリアでは何井戸の水を利用した羊の放牧が盛んか,掘り抜き井戸,P109,2021/07/18
オーストラリアの羊毛の生産量は世界何位か,世界2位,P109,2021/07/18
オーストラリアの羊毛の輸出量は世界何位か,世界一位,P109,2021/07/18
オーストラリアの南東部は湿潤気候のため何農が盛んか,酪農,P109,2021/07/18
鉱産物を坑道を掘らずに直接地表から削り取る方法を何と呼ぶか,露天掘り,P109,2021/07/18
オーストラリアの提唱で結成されたのは何か,APEC,P109,2021/07/18
オーストラリアでは日本から何を輸入することが多くなってきているか,自動車,P109,2021/07/18
ニュージーランドでは何の飼育が盛んか,羊,P110,2021/07/18
太平洋の国々はココヤシやバナナ・サトウキビを育てるなに農業が盛んか,プランテーション農業,P110,2021/07/18
予備調査のための参考資料は図書館や何を利用して集めるか,インターネット,P116,2021/07/18
野外観察ではまず調査する道順を書き込んだ何を作成するか,ルートマップ,P116,2021/07/18
土地の起伏・形状などを等高線などで示し土地利用や施設の記号を用いて様々な情報を記入した地図のことをなんと呼ぶか,地形図,P117,2021/07/18
5万分の1や2万5000分の1などの地形図が国土交通省の何から発行されているか,国土地理院,P117,2021/07/18
地図は広い場所を縮めて表されている。その縮めた割合のことを何と呼ぶか,縮尺,P117,2021/07/18
海面からの長さが等しい地点を結んだ線のことを何と呼ぶか,等高線,P117,2021/07/18
川が山地から平地に流れ出たところに砂や小石が堆積してできた土地のことを何と呼ぶか,扇状地,P120,2021/07/18
川が運んできた土砂が河口に堆積してできた地形のことをなんと呼ぶか,三角州,P120,2021/07/19
火山や地震などの活動の影響で地面の隆起や沈降などの大地の動きが盛んな地域のことをなんと呼ぶか,造山帯,P121,2021/07/19
中世代から現代まで造山活動を続けている比較的新しい山地帯をなんとよぶか,新期造山帯,P122,2021/07/19
アンデス山脈・ロッキー山脈・日本列島・ニュージーランドなど太平洋を取り囲むように連なっている帯のことを何と呼ぶか,環太平洋造山帯,P122,2021/07/19
アルプス山脈・パミール山脈・ヒマラヤ山脈などを含む造山帯のことを何と呼ぶか,アルプス・ヒマラヤ造山帯,P123,2021/07/19
大陸や大きな島の周囲に広がる深さ200メートルぐらいの傾斜が緩やかな海底をなんとよぶか,大陸棚,P124,2021/07/19
最も深い海溝は深さ何メートルあるか,10920m,P124,2021/07/19
飛驒山脈・木曽山脈・赤石山脈のことをまとめて何と呼ぶか,日本アルプス,P125,2021/07/19
カルデラとは何か説明しなさい,火山の噴火でできた凹地のこと,P125,2021/07/19
日本には世界最大級のカルデラを持つ何山があるか,阿蘇山,P125,2021/07/19
何海は浅くて緩やかに傾斜した大陸棚が広がっているか。,東シナ海,P126,2021/07/19
黒潮と親潮がぶつかる点のことを何と呼ぶか,潮目,P126,2021/07/19
潮目には何が豊富か,プランクトン,P126,2021/07/19
6〜7月にかけて太平洋上の暖かい空気とオホーツク海上の冷たい空気との間に何ができ降水量が多くなるか,梅雨前線,P127,2021/07/19
梅雨前線ができる季節のことを何と呼ぶか,梅雨,P127,2021/07/19
フィリピン当方で発生した熱帯低気圧が暴風雨を伴って北上する現象のことを何と呼ぶか,台風,P127,2021/07/20
太平洋側の夏の季節は何の季節風の影響で高温で雨が多いか　,南島の季節風,P127,2021/07/20
太平洋側の冬の季節は何の季節風の影響で雨や雪が少なく乾燥した晴れの日が多いか,北西の季節風,P127,2021/07/20
夏に南東の季節風何中央の山地を超えてくる際に高温の乾燥した風となって吹き降ろすなに現象が起こるか,フェーン現象,P127,2021/07/20
日本は南北に何キロメートル広がっているか,3000キロメートル,P127,2021/07/20
瀬戸内地方では降水量が少ないため何が起こりやすいか,干害,P127,2021/07/20
やませとは何か,夏に東北地方の太平洋側に吹く冷たく湿った北東の風のこと,P128,2021/07/20
やませの影響で気温が上がらず何になることがあるか,冷害,P129,2021/07/20
関東地方では何によって地表の建物が巻き上げられる被害が発生しているか,竜巻,P129,2021/07/20
都市部の気温が郊外よりも高くなる現象のことを何と呼ぶか,ヒートアイランド現象,P130,2021/07/20
地中から地下水が吹き出す現象のことを何と呼ぶか,液状化現象,P130,2021/07/20
ライフラインは何のことか,水道・電気・ガス,P130,2021/07/20
急速な人口増加のことを何と呼ぶか,人口爆発,P130,2021/07/20
国や地域の人口を性別年齢別に表したグラフのことを何と呼ぶか,人口ピラミッド,P132,2021/07/20
出生率・死亡率が共に高い形のピラミッドなんと呼ぶか,富士山型,P132,2021/07/20
出生率・死亡率が共に低い形をなんとよぶか,つりがね型,P132,2021/07/20
日本では少子化と高齢化が世界に例を見ないスピードで進行し何となっているか,少子高齢化社会,P132,2021/07/21
東京・京阪神・名古屋の三つの都市には日本全人口のおよそ半数が生活している。この３つの都市のことを何と呼ぶか,三大都市圏,P133,2021/07/21
人口が過度に集中することを何と呼ぶか,過密,P133,2021/07/21
過密都市では交通渋滞、大気汚染などの何問題が発生しているか,都市問題,P133,2021/07/21
都市部の人口が減少することを何現象と呼ぶか,ドーナツ化現象,P133,2021/07/21
河川や海に面した地域のことを何と呼ぶか,ウォーターフロント,P133,2021/07/21
人口の流出によりその地域で生活することが困難になる状況のことを何と呼ぶか,過疎,P134,2021/07/21
過疎地域の中で65歳以上の人口が過半数を占める集落のことを何と呼ぶか,限界集落,P134,2021/07/21
原油は何湾岸やメキシコ湾岸、カスピ海湾岸、カスピ海周辺でたくさん取れるか,ペルシア湾岸,P135,2021/07/21
待機中の温室効果ガスによる世界全体の平均気温が上がることをなんとよぶか,地球温暖化,P135,2021/07/21
太陽光、風力、水力、地熱、バイオマスなどの一度使っても短時間で再生できるエネルギーのことを何と呼ぶか,再生可能エネルギー,P136,2021/07/21
2013年には何から天然ガスを作り出すことに成功したか,メタンハイドレード,P136,2021/07/21
日本では山が多く水資源が豊富なため1950年代まで何発電に頼っていたか,水力発電,P137,2021/07/21
1950年代より後からは電気需要が増えてきたため何発電やなに発電が急増したか,火力発電、電力発電,P137,2021/07/21
自然に働きかけて生産活動を行う農業、林業、漁業のことを何と呼ぶか,第一次産業,P138,2021/07/21
世界三代穀物は何と何と何か,米、小麦、とうもろこし,P138,2021/07/21
工業を中心とした産業のことを何と呼ぶか,第二次産業,P138,2021/07/21
製品の流通や産業、サービス業などのことを何と呼ぶか,第三次産業,P138,2021/07/22
政府が生産者からできるだけ高い価格で買い取り消費者に安い価格で売ることを何と呼ぶか,食糧生産制度,P139,2021/07/22
同じ畑で年に一度だけしか収穫しない稲作のことを何と呼ぶか,単作,P139,2021/07/22
同じ耕地で年に米を二回作ることを何と呼ぶか,二期作,P139,2021/07/22
同じ耕地で米の裏作に麦などを栽培することを何と呼ぶか,二毛作,P139,2021/07/22
台風の通り道にあたる地域などで他の地域よりも早くに出荷する米のことを何と呼ぶか,早上米,P139,2021/07/22
他の地域の米と差別化を図るために作られた米のことをなんと呼ぶか,銘柄米(ブランド米),P139,2021/07/22
稲作を制限することをなんと呼ぶか,休耕,P140,2021/07/22
米をつk流畑で他のものを作らせることを何と呼ぶか,転作,P140,2021/07/22
政府は転作を行い米の何を実施してきたか,生産調整(減反政策),P140,2021/07/22
大消費地の近くで都市向けの野菜を生産することを何と呼ぶか,近郊農業,P140,2021/07/22
ビニールハウスを利用して行う農業のことを何農業と呼ぶか,施設園芸農業,P140,2021/07/22
トラックやフェリーで生産物を輸送する農業のことを何と呼ぶか,輸送園芸農業,P140,2021/07/22
高原では夏でも涼しいという気候を利用して何を生産しているか,高原野菜,P140,2021/07/22
高原野菜を作っている地域では冬野菜の収穫を遅らせ他の地域よりも遅い夏に出荷している。このことを何と呼ぶか,抑制栽培,P140,2021/07/22
青森県や長野県は涼しい気候である。ではこのような特徴を生かして何が作られることが多いか,りんご,P141,2021/07/23
和歌山県・静岡県・愛媛県・熊本県などは暖かい気候である。ではこのような特徴を生かして何がよく栽培されているか,みかん,P141,2021/07/23
甲府盆地では何が多く作られているか,ブドウ、もも,P141,2021/07/23
山形盆地では‘何が多く作られているか,さくらんぼ、西洋なし、ブドウ,P141,2021/07/23
福島盆地では何が多く作られているか,もも、なし,P141,2021/07/23
暖かく日当たりの良い団地や山の斜面では何が多く作られているか,茶,P141,2021/07/23
北海道だけで栽培されている砂糖の原料となるものは何か,てんさい,P141,2021/07/23
熊本県で多く作られている畳表の原料となるものは何か,い草,P141,2021/07/23
渥美半島や沖縄県では施設を利用した何の栽培が盛んであるか,電照菊,P141,2021/07/23
根釧台地、関東地方、シラス台地では何産がさかんか,畜産,P141,2021/07/23
根釧台地は全国有数の何地帯であるか,酪農,P141,2021/07/23
日本は2018年にTPPと呼ばれる何に署名したか,環太平洋経済連携協定,P142,2021/07/23
日本に安い外国産の物資が出回るようになったら、日本の名には大きく低下していったか,食料自給率,P142,2021/07/23
地元で生産した食糧を地元で消費することをなんとよぶか,地産地消,P142,2021/07/23
食品の生産・加工・流通などをさかのぼって氏らべることができるシステムのことを何と呼ぶか,トレーサビリティ,P142,2021/07/23
日本の国土の何分の何は森林で覆われているか,約３分の2,P143,2021/07/23
森林の約60%は何となっているか,人工林,P143,2021/07/23
四国の近くにある暖流のことを何と呼ぶか,黒潮(日本海流),P144,2021/07/25
北海道の西側にある寒流のことを何と呼ぶか,リマン海流,P144,2021/07/25
九州の西側にある暖流のことを何と呼ぶか,対馬海流,P144,2021/07/25
北海道の東側にある寒流のことを何と呼ぶか,親潮(千島海流),P144,2021/07/25
三陸沖には暖流の黒潮と寒流の親潮がぶつかる何があるか,潮目,P144,2021/07/25
東シナ海には何が広がるか,大陸棚,P144,2021/07/25
三陸沖にある潮目と東シナ海にある大陸棚は共に何が豊富か,プランクトン,P144,2021/07/25
かつては北太平洋やオホーツク海で行われる何漁が盛んだったか,北洋漁業,P144,2021/07/25
漁獲量が多い漁港には何が挙げられるか。5つ答えなさい,銚子港、焼津港、釧路港、八戸港、境港,P144,2021/07/25
海岸から5キロぐらいの沿岸で日帰りでサバやアジなどを取ることを何漁業と呼ぶか,沿岸漁業,P144,2021/07/25
